Temperature ,Humidity,Soil moisture,Solar Radiation,Plant Mood
21.72,68.6,505.93,67.91,Too Dark 🌑
27.99,90.95,239.18,520.68,Thirsty 🥵
25.06,76.21,203.63,325.32,Thirsty 🥵
27.87,89.56,685.32,703.23,Happy 😊
29.24,90.79,491.95,575.45,Happy 😊
22.48,90.65,270.95,559.07,Thirsty 🥵
24.67,73.35,599.55,541.74,Happy 😊
28.55,89.3,494.6,141.79,Too Dark 🌑
20.06,92.79,285.62,448.55,Thirsty 🥵
28.6,79.0,268.0,43.0,Stressed 😣
28.8,79.5,231.0,804.0,Thirsty 🥵
31.39,86.2,260.42,387.87,Thirsty 🥵
31.37,74.88,657.11,648.62,Happy 😊
28.9,86.3,196.0,732.0,Thirsty 🥵
25.83,68.81,333.43,676.53,Thirsty 🥵
21.18,86.58,393.71,130.77,Too Dark 🌑
19.75,80.93,667.96,503.99,Happy 😊
29.17,61.22,697.2,576.7,Happy 😊
26.13,87.35,436.93,691.56,Happy 😊
30.62,85.16,122.97,407.97,Thirsty 🥵
28.9,85.8,196.0,732.0,Thirsty 🥵
22.96,74.57,308.99,460.76,Thirsty 🥵
19.66,67.71,470.24,455.91,Happy 😊
32.0,71.27,695.71,523.85,Happy 😊
27.6,96.5,214.0,792.0,Thirsty 🥵
19.49,72.83,183.12,237.57,Thirsty 🥵
22.48,88.43,520.6,746.29,Happy 😊
29.19,66.94,513.31,48.43,Too Dark 🌑
20.56,63.68,655.72,285.96,Happy 😊
25.78,93.49,297.5,116.47,Stressed 😣
19.9,72.01,190.91,46.83,Stressed 😣
25.98,61.3,686.28,682.41,Happy 😊
29.27,88.02,483.73,677.94,Happy 😊
30.3,76.5,307.0,622.0,Thirsty 🥵
24.38,81.5,657.52,375.73,Happy 😊
18.73,84.26,560.08,10.52,Too Dark 🌑
24.87,91.41,278.1,411.65,Thirsty 🥵
19.39,90.87,243.17,232.77,Thirsty 🥵
20.68,62.17,419.09,466.2,Happy 😊
25.45,74.35,241.2,139.18,Stressed 😣
21.51,82.66,432.88,664.57,Happy 😊
28.44,65.35,192.86,368.74,Thirsty 🥵
20.7,68.81,161.22,534.44,Thirsty 🥵
23.23,70.07,649.27,555.02,Happy 😊
19.22,63.25,181.55,515.94,Thirsty 🥵
19.37,68.86,161.55,481.5,Thirsty 🥵
30.18,61.56,620.7,461.15,Happy 😊
28.5,77.0,264.0,43.0,Stressed 😣
30.02,84.18,189.9,537.87,Thirsty 🥵
21.08,71.72,457.53,516.86,Happy 😊
25.02,78.03,494.36,596.14,Happy 😊
31.56,65.61,248.72,88.73,Stressed 😣
18.98,63.92,611.58,486.19,Happy 😊
28.21,65.11,129.99,99.88,Stressed 😣
28.9,80.08,285.02,133.9,Stressed 😣
22.39,60.54,538.75,636.4,Happy 😊
27.57,81.4,687.11,181.92,Too Dark 🌑
30.33,68.28,385.98,731.63,Happy 😊
21.6,79.82,475.36,346.48,Happy 😊
19.47,77.61,552.09,376.72,Happy 😊
25.39,79.62,203.49,385.76,Thirsty 🥵
18.26,86.99,466.55,600.83,Happy 😊
23.24,70.66,331.31,689.62,Thirsty 🥵
31.86,76.98,288.77,715.21,Thirsty 🥵
30.2,74.7,306.0,196.0,Stressed 😣
29.5,63.42,355.03,695.21,Happy 😊
25.87,77.62,138.92,549.29,Thirsty 🥵
29.7,95.0,587.0,312.0,Happy 😊
24.4,77.36,652.68,662.96,Happy 😊
24.22,61.81,458.62,368.87,Happy 😊
21.8,63.99,601.54,583.39,Happy 😊
21.83,65.54,414.72,645.96,Happy 😊
30.63,85.76,353.14,305.03,Happy 😊
31.29,64.99,685.63,553.27,Happy 😊
19.81,90.07,184.21,331.42,Thirsty 🥵
24.77,75.58,230.09,457.81,Thirsty 🥵
30.3,63.78,450.45,500.41,Happy 😊
28.9,85.8,196.0,732.0,Thirsty 🥵
24.98,76.89,608.02,123.82,Too Dark 🌑
21.09,64.53,546.59,699.26,Happy 😊
27.2,70.12,165.89,722.66,Thirsty 🥵
20.87,85.57,337.38,182.35,Stressed 😣
26.69,94.27,380.49,431.77,Happy 😊
25.2,95.0,227.0,217.0,Thirsty 🥵
23.36,81.9,166.92,745.79,Thirsty 🥵
23.76,71.36,408.82,293.86,Happy 😊
28.57,94.01,152.51,9.38,Stressed 😣
23.94,73.89,374.69,519.13,Happy 😊
30.2,76.7,306.0,196.0,Stressed 😣
23.8,81.56,665.48,104.59,Too Dark 🌑
19.71,84.58,663.44,21.26,Too Dark 🌑
30.96,65.33,240.18,54.36,Stressed 😣
19.99,71.98,655.03,252.4,Happy 😊
19.02,68.9,541.11,81.14,Too Dark 🌑
27.5,93.0,213.0,792.0,Thirsty 🥵
31.85,87.98,451.58,143.81,Too Dark 🌑
31.45,87.93,427.82,48.32,Too Dark 🌑
24.35,82.7,400.95,495.96,Happy 😊
21.19,72.12,272.82,176.19,Stressed 😣
29.19,68.16,451.08,621.84,Happy 😊
28.8,78.3,268.0,43.0,Stressed 😣
19.64,94.15,404.18,380.88,Happy 😊
26.56,74.59,432.85,519.47,Happy 😊
25.83,60.09,151.51,294.19,Thirsty 🥵
30.46,89.57,309.8,436.12,Thirsty 🥵
25.75,71.91,487.77,380.63,Happy 😊
29.22,89.71,555.43,297.5,Happy 😊
29.6,63.27,568.14,114.4,Too Dark 🌑
31.97,90.04,379.62,255.65,Happy 😊
25.31,74.55,498.97,549.09,Happy 😊
24.74,66.84,311.65,557.79,Thirsty 🥵
30.81,61.84,649.88,38.23,Too Dark 🌑
21.12,66.55,183.32,159.55,Stressed 😣
26.58,71.6,284.41,557.33,Thirsty 🥵
25.29,85.98,263.65,202.27,Thirsty 🥵
30.75,75.68,177.39,584.85,Thirsty 🥵
22.41,71.37,448.8,36.22,Too Dark 🌑
18.93,87.36,171.51,666.86,Thirsty 🥵
29.6,77.8,307.0,622.0,Thirsty 🥵
22.95,79.18,337.82,522.83,Thirsty 🥵
18.34,89.73,121.28,154.96,Stressed 😣
28.7,80.5,265.0,43.0,Stressed 😣
27.65,73.48,162.98,285.95,Thirsty 🥵
29.05,67.06,405.59,337.45,Happy 😊
22.76,62.16,253.24,270.22,Thirsty 🥵
22.36,62.73,485.44,348.69,Happy 😊
31.94,85.85,347.74,172.27,Stressed 😣
20.53,74.85,466.64,615.41,Happy 😊
30.06,82.46,529.08,341.73,Happy 😊
21.82,67.0,609.66,9.21,Too Dark 🌑
30.53,71.16,560.89,108.35,Too Dark 🌑
31.94,66.49,366.43,438.15,Happy 😊
23.36,66.62,367.31,526.58,Happy 😊
30.75,65.07,488.39,735.18,Happy 😊
23.32,79.27,344.41,152.18,Stressed 😣
22.74,82.95,385.8,441.3,Happy 😊
27.76,87.66,429.2,252.72,Happy 😊
18.71,79.08,390.88,312.99,Happy 😊
30.69,77.37,136.03,239.62,Thirsty 🥵
21.48,86.56,609.32,440.29,Happy 😊
23.12,61.79,442.7,40.16,Too Dark 🌑
26.08,61.36,656.8,186.16,Too Dark 🌑
21.99,84.54,202.1,297.98,Thirsty 🥵
25.48,84.37,388.66,599.6,Happy 😊
22.3,77.26,254.64,459.11,Thirsty 🥵
27.02,78.37,398.03,152.62,Too Dark 🌑
21.79,93.19,637.62,95.21,Too Dark 🌑
28.3,88.4,232.0,732.0,Thirsty 🥵
30.0,63.2,237.0,258.0,Thirsty 🥵
31.87,76.65,227.48,303.54,Thirsty 🥵
23.97,85.95,361.28,608.09,Happy 😊
21.11,88.06,427.66,67.89,Too Dark 🌑
18.09,68.93,567.98,488.55,Happy 😊
28.26,69.35,520.18,723.6,Happy 😊
29.17,64.49,129.74,137.44,Stressed 😣
20.23,65.24,470.06,536.51,Happy 😊
25.17,71.86,175.6,335.23,Thirsty 🥵
26.23,87.97,236.82,429.55,Thirsty 🥵
27.72,70.29,601.25,628.92,Happy 😊
25.98,90.33,454.57,718.77,Happy 😊
31.12,88.63,230.04,195.86,Stressed 😣
22.13,92.83,241.08,340.48,Thirsty 🥵
19.96,70.9,547.46,503.16,Happy 😊
24.2,65.63,525.04,309.5,Happy 😊
22.9,62.72,688.48,296.64,Happy 😊
27.1,67.71,154.84,159.85,Stressed 😣
29.28,61.0,144.93,202.75,Thirsty 🥵
31.08,79.76,692.33,346.0,Happy 😊
20.68,93.66,567.33,444.0,Happy 😊
25.67,79.15,374.34,197.44,Too Dark 🌑
27.81,63.0,630.82,338.65,Happy 😊
29.3,78.64,631.12,345.19,Happy 😊
20.64,77.07,479.97,8.14,Too Dark 🌑
21.3,84.08,516.85,32.23,Too Dark 🌑
27.99,90.11,333.85,653.49,Thirsty 🥵
27.86,65.47,512.49,294.14,Happy 😊
22.15,88.64,333.04,82.66,Stressed 😣
28.69,94.16,216.88,343.63,Thirsty 🥵
19.88,90.72,158.72,450.62,Thirsty 🥵
19.78,78.97,550.82,240.81,Happy 😊
20.45,81.75,516.74,606.35,Happy 😊
21.54,84.7,174.13,380.16,Thirsty 🥵
30.23,64.28,681.1,675.22,Happy 😊
30.44,75.09,367.97,678.51,Happy 😊
30.58,91.55,639.17,54.25,Too Dark 🌑
25.31,69.23,568.54,10.9,Too Dark 🌑
19.43,81.44,121.34,26.11,Stressed 😣
22.12,89.26,369.78,582.97,Happy 😊
30.66,94.93,460.56,731.06,Happy 😊
30.34,91.02,434.27,230.02,Happy 😊
22.18,75.82,633.51,397.88,Happy 😊
21.83,78.43,450.16,70.38,Too Dark 🌑
19.42,90.81,359.64,151.81,Too Dark 🌑
30.1,80.4,307.0,622.0,Thirsty 🥵
25.27,76.25,607.24,710.7,Happy 😊
22.62,61.02,652.69,591.51,Happy 😊
26.5,82.47,698.04,398.79,Happy 😊
23.93,77.42,245.86,345.82,Thirsty 🥵
29.23,71.66,254.17,363.26,Thirsty 🥵
26.57,90.12,460.12,344.01,Happy 😊
25.96,73.54,179.32,471.74,Thirsty 🥵
24.77,69.68,464.29,277.68,Happy 😊
25.28,64.19,670.97,192.98,Too Dark 🌑
28.14,93.91,355.9,614.78,Happy 😊
25.97,75.45,376.34,85.07,Too Dark 🌑
18.86,90.84,641.88,421.04,Happy 😊
21.43,61.45,582.79,501.15,Happy 😊
26.4,91.45,182.86,448.86,Thirsty 🥵
27.6,96.5,214.0,203.0,Thirsty 🥵
23.8,68.05,431.77,632.97,Happy 😊
18.08,92.11,382.64,700.41,Happy 😊
29.08,89.6,224.76,485.85,Thirsty 🥵
29.83,62.75,236.18,585.45,Thirsty 🥵
22.85,74.36,249.09,725.71,Thirsty 🥵
27.81,93.06,461.68,240.98,Happy 😊
27.19,81.26,153.91,724.44,Thirsty 🥵
24.6,61.58,589.88,636.77,Happy 😊
27.7,74.55,165.31,728.1,Thirsty 🥵
22.01,93.77,240.25,664.58,Thirsty 🥵
27.26,62.94,572.68,155.48,Too Dark 🌑
30.61,70.33,398.31,674.58,Happy 😊
23.93,74.61,253.11,548.06,Thirsty 🥵
22.37,79.87,410.0,553.94,Happy 😊
23.56,74.35,135.1,140.68,Stressed 😣
26.6,63.22,156.01,509.61,Thirsty 🥵
18.85,78.86,181.5,451.52,Thirsty 🥵
31.35,67.17,323.27,417.49,Thirsty 🥵
30.92,92.06,449.19,676.41,Happy 😊
25.41,62.4,147.58,652.14,Thirsty 🥵
18.94,70.27,522.96,720.51,Happy 😊
30.99,71.68,412.38,379.82,Happy 😊
19.43,74.09,346.63,246.67,Thirsty 🥵
23.93,69.61,468.54,256.6,Happy 😊
31.82,68.11,385.62,316.72,Happy 😊
18.82,81.07,332.76,271.94,Thirsty 🥵
31.38,65.71,160.53,306.19,Thirsty 🥵
28.05,76.94,257.48,693.75,Thirsty 🥵
31.05,91.34,523.96,263.87,Happy 😊
25.01,75.69,294.2,196.62,Stressed 😣
30.2,77.5,308.0,622.0,Thirsty 🥵
30.2,78.5,307.0,622.0,Thirsty 🥵
28.9,85.8,196.0,732.0,Thirsty 🥵
31.2,95.0,587.0,171.0,Too Dark 🌑
18.16,76.59,175.1,240.81,Thirsty 🥵
23.57,78.9,211.56,103.4,Stressed 😣
30.82,66.81,370.45,706.0,Happy 😊
30.61,69.13,591.34,566.98,Happy 😊
25.02,62.44,155.49,180.97,Stressed 😣
26.27,88.89,175.86,698.04,Thirsty 🥵
18.78,87.42,619.15,559.19,Happy 😊
24.63,72.98,498.81,168.67,Too Dark 🌑
28.7,79.1,230.0,804.0,Thirsty 🥵
26.86,74.53,155.03,242.12,Thirsty 🥵
25.86,70.95,633.33,255.45,Happy 😊
20.79,81.95,247.43,15.41,Stressed 😣
29.6,81.9,306.0,622.0,Thirsty 🥵
29.58,75.14,296.06,484.33,Thirsty 🥵
26.49,90.15,580.13,131.47,Too Dark 🌑
20.28,60.83,654.59,672.15,Happy 😊
27.38,88.99,263.17,237.72,Thirsty 🥵
19.13,70.53,228.58,6.03,Stressed 😣
29.87,73.05,245.44,365.93,Thirsty 🥵
26.73,92.64,270.9,635.03,Thirsty 🥵
31.2,67.08,531.67,427.18,Happy 😊
30.26,76.53,302.31,714.62,Thirsty 🥵
28.4,78.6,264.0,5.0,Stressed 😣
18.1,76.77,570.9,730.57,Happy 😊
28.42,89.5,487.94,408.67,Happy 😊
27.15,91.84,351.38,628.4,Happy 😊
29.62,83.87,511.27,393.19,Happy 😊
18.9,64.01,602.87,259.51,Happy 😊
19.66,89.05,229.46,441.47,Thirsty 🥵
28.44,88.43,483.89,356.98,Happy 😊
28.19,69.41,182.14,591.36,Thirsty 🥵
28.75,63.29,567.35,83.32,Too Dark 🌑
21.96,76.16,379.5,495.86,Happy 😊
26.7,68.41,259.89,369.28,Thirsty 🥵
31.7,78.82,473.6,662.48,Happy 😊
29.02,93.07,206.12,461.81,Thirsty 🥵
31.67,86.79,247.82,364.23,Thirsty 🥵
24.33,74.71,640.89,704.43,Happy 😊
22.93,79.68,539.51,92.84,Too Dark 🌑
20.04,90.74,307.41,596.41,Thirsty 🥵
19.9,86.16,534.23,364.58,Happy 😊
29.51,76.61,152.51,346.42,Thirsty 🥵
25.92,87.1,575.64,646.68,Happy 😊
28.36,83.8,162.91,626.04,Thirsty 🥵
21.23,83.64,305.21,640.58,Thirsty 🥵
27.92,82.33,393.74,371.53,Happy 😊
22.35,76.29,252.77,694.62,Thirsty 🥵
19.42,70.59,499.98,151.45,Too Dark 🌑
19.25,65.98,376.98,387.67,Happy 😊
26.95,84.18,124.55,170.65,Stressed 😣
22.15,80.81,138.16,707.24,Thirsty 🥵
30.4,76.6,308.0,622.0,Thirsty 🥵
26.43,61.97,429.16,232.61,Happy 😊
25.61,81.14,238.32,173.66,Stressed 😣
26.65,68.54,621.82,118.04,Too Dark 🌑
22.66,69.12,631.29,398.63,Happy 😊
27.49,84.55,623.93,743.29,Happy 😊
30.41,68.33,408.69,576.67,Happy 😊
26.78,71.09,258.69,27.87,Stressed 😣
28.48,91.05,533.98,190.76,Too Dark 🌑
19.49,69.8,551.85,479.78,Happy 😊
31.52,94.85,141.06,130.89,Stressed 😣
31.73,60.98,259.66,677.94,Thirsty 🥵
22.46,69.88,189.11,120.72,Stressed 😣
25.23,61.62,259.65,244.42,Thirsty 🥵
25.14,69.62,281.77,533.33,Thirsty 🥵
20.75,65.89,207.9,14.26,Stressed 😣
26.24,68.33,365.21,590.61,Happy 😊
29.58,69.81,127.67,425.76,Thirsty 🥵
19.1,75.09,698.46,187.84,Too Dark 🌑
23.83,63.37,660.59,15.28,Too Dark 🌑
20.4,68.67,362.17,104.79,Too Dark 🌑
30.27,86.23,259.53,687.13,Thirsty 🥵
22.18,88.04,587.47,639.97,Happy 😊
24.59,86.46,656.4,729.5,Happy 😊
25.54,86.32,542.03,480.91,Happy 😊
19.5,72.39,205.79,646.74,Thirsty 🥵
18.07,70.45,318.18,577.8,Thirsty 🥵
28.9,85.8,196.0,792.0,Thirsty 🥵
19.53,67.48,684.4,503.87,Happy 😊
28.85,81.1,618.44,145.38,Too Dark 🌑
25.8,95.0,204.0,195.0,Stressed 😣
21.27,82.19,323.86,632.72,Thirsty 🥵
25.73,93.55,258.05,140.47,Stressed 😣
29.2,66.89,327.73,165.91,Stressed 😣
18.56,66.01,548.25,604.25,Happy 😊
29.07,69.99,316.92,204.52,Thirsty 🥵
28.8,79.9,314.0,35.0,Stressed 😣
28.83,63.46,164.4,16.82,Stressed 😣
25.82,81.57,223.77,169.96,Stressed 😣
21.68,90.81,230.44,22.6,Stressed 😣
18.46,75.35,211.5,445.75,Thirsty 🥵
28.23,90.3,124.68,676.18,Thirsty 🥵
18.13,80.0,616.9,130.15,Too Dark 🌑
27.46,92.32,441.49,303.66,Happy 😊
30.57,92.08,354.57,664.2,Happy 😊
25.2,95.0,227.0,217.0,Thirsty 🥵
31.37,64.0,350.53,727.0,Happy 😊
26.62,75.8,347.54,682.06,Thirsty 🥵
21.89,79.53,145.65,157.56,Stressed 😣
27.7,85.18,584.15,582.94,Happy 😊
21.81,87.84,285.5,55.46,Stressed 😣
23.07,62.1,121.04,564.1,Thirsty 🥵
29.17,61.42,163.5,101.01,Stressed 😣
19.65,84.11,124.11,489.1,Thirsty 🥵
30.1,78.9,307.0,622.0,Thirsty 🥵
27.84,60.4,197.94,413.34,Thirsty 🥵
26.39,92.35,651.08,12.84,Too Dark 🌑
28.7,82.8,233.0,804.0,Thirsty 🥵
21.05,78.22,235.62,121.36,Stressed 😣
25.79,91.83,634.5,308.67,Happy 😊
22.84,84.86,255.05,22.23,Stressed 😣
25.48,65.08,167.95,316.01,Thirsty 🥵
21.12,70.16,581.06,174.85,Too Dark 🌑
28.0,63.43,143.02,740.98,Thirsty 🥵
28.61,76.13,400.39,468.17,Happy 😊
31.79,79.49,317.25,607.03,Thirsty 🥵
25.73,66.4,339.58,523.51,Thirsty 🥵
28.9,86.0,196.0,203.0,Thirsty 🥵
31.45,79.95,244.32,22.56,Stressed 😣
29.45,82.26,167.13,525.67,Thirsty 🥵
29.85,92.88,274.12,603.07,Thirsty 🥵
28.3,88.4,232.0,792.0,Thirsty 🥵
28.07,79.35,144.03,268.15,Thirsty 🥵
29.92,80.21,337.89,646.71,Thirsty 🥵
31.23,67.77,411.59,420.89,Happy 😊
31.53,82.61,514.82,546.68,Happy 😊
19.36,87.81,414.21,289.81,Happy 😊
26.14,73.44,686.25,329.13,Happy 😊
20.52,65.09,568.0,530.26,Happy 😊
31.6,73.49,660.71,455.52,Happy 😊
31.4,68.0,650.01,49.4,Too Dark 🌑
22.88,74.59,180.46,382.62,Thirsty 🥵
30.31,64.74,518.45,726.9,Happy 😊
19.8,63.26,430.32,230.2,Happy 😊
24.7,91.67,395.02,177.16,Too Dark 🌑
26.21,66.63,368.83,595.26,Happy 😊
18.05,92.83,122.59,508.75,Thirsty 🥵
29.44,87.43,549.97,57.56,Too Dark 🌑
27.2,70.32,145.62,730.64,Thirsty 🥵
25.26,82.08,676.95,652.73,Happy 😊
21.59,86.34,337.54,622.34,Thirsty 🥵
30.56,89.93,360.04,652.12,Happy 😊
21.39,73.05,643.28,362.42,Happy 😊
18.2,63.97,354.67,413.25,Happy 😊
30.6,62.49,689.74,445.3,Happy 😊
20.33,68.48,324.34,635.28,Thirsty 🥵
28.6,94.77,319.75,622.69,Thirsty 🥵
23.01,60.14,246.06,636.07,Thirsty 🥵
21.04,91.95,159.37,650.88,Thirsty 🥵
23.3,69.75,202.81,429.24,Thirsty 🥵
22.27,71.37,574.74,694.83,Happy 😊
24.65,61.28,206.16,35.92,Stressed 😣
28.59,72.13,417.96,585.52,Happy 😊
18.62,65.56,436.69,87.01,Too Dark 🌑
27.19,94.3,546.98,700.39,Happy 😊
25.34,78.38,287.32,614.13,Thirsty 🥵
20.31,70.93,235.24,693.65,Thirsty 🥵
21.2,73.33,451.27,612.94,Happy 😊
20.61,76.9,141.67,352.01,Thirsty 🥵
24.51,65.5,510.26,89.7,Too Dark 🌑
20.74,81.33,605.64,306.84,Happy 😊
28.69,65.04,607.03,427.74,Happy 😊
28.79,85.5,427.9,76.7,Too Dark 🌑
24.39,91.64,176.75,592.38,Thirsty 🥵
21.42,64.64,270.94,33.43,Stressed 😣
28.16,69.07,313.09,314.63,Thirsty 🥵
20.08,64.98,265.29,536.33,Thirsty 🥵
31.82,76.28,155.29,706.69,Thirsty 🥵
26.54,75.41,322.98,511.57,Thirsty 🥵
23.34,65.18,363.39,427.67,Happy 😊
22.09,94.24,350.15,311.88,Happy 😊
19.5,68.76,547.41,320.14,Happy 😊
28.79,85.67,608.03,283.82,Happy 😊
18.34,75.25,185.97,507.19,Thirsty 🥵
30.93,79.57,646.44,450.58,Happy 😊
24.82,74.49,224.06,156.08,Stressed 😣
31.76,66.12,171.83,455.46,Thirsty 🥵
21.23,74.16,599.14,16.88,Too Dark 🌑
28.9,85.8,196.0,732.0,Thirsty 🥵
29.89,86.32,697.51,531.23,Happy 😊
27.91,87.62,124.33,179.45,Stressed 😣
29.86,84.31,234.71,46.11,Stressed 😣
23.04,75.0,151.54,335.12,Thirsty 🥵
24.45,69.95,688.3,561.71,Happy 😊
31.27,82.11,217.22,553.28,Thirsty 🥵
18.4,85.78,337.56,414.65,Thirsty 🥵
23.6,83.56,627.63,300.45,Happy 😊
29.0,86.9,203.0,792.0,Thirsty 🥵
30.43,64.28,531.72,707.82,Happy 😊
28.51,72.87,460.99,370.94,Happy 😊
18.61,62.0,293.82,622.3,Thirsty 🥵
20.51,93.55,331.06,392.44,Thirsty 🥵
29.68,89.52,638.55,5.25,Too Dark 🌑
30.34,84.98,152.21,588.19,Thirsty 🥵
24.04,60.81,153.57,230.54,Thirsty 🥵
27.4,80.8,215.0,642.0,Thirsty 🥵
28.9,85.8,196.0,203.0,Thirsty 🥵
21.97,89.62,413.11,31.52,Too Dark 🌑
22.13,82.82,236.54,623.63,Thirsty 🥵
18.88,63.37,568.65,526.25,Happy 😊
19.48,86.86,477.79,651.42,Happy 😊
19.88,68.03,283.88,212.73,Thirsty 🥵
28.9,85.8,196.0,732.0,Thirsty 🥵
30.91,85.6,362.45,217.78,Happy 😊
31.75,83.27,370.43,717.38,Happy 😊
18.36,69.82,241.55,138.76,Stressed 😣
21.3,91.28,561.85,713.2,Happy 😊
31.43,91.17,657.36,352.06,Happy 😊
21.33,83.14,331.16,678.99,Thirsty 🥵
23.96,71.56,180.38,452.1,Thirsty 🥵
28.4,78.0,268.0,5.0,Stressed 😣
18.61,61.78,216.23,593.9,Thirsty 🥵
22.35,93.86,543.89,39.82,Too Dark 🌑
31.39,87.9,333.7,110.18,Stressed 😣
31.71,83.28,238.03,669.69,Thirsty 🥵
27.27,74.64,522.01,632.33,Happy 😊
20.59,78.48,319.3,444.86,Thirsty 🥵
29.81,93.55,379.03,102.84,Too Dark 🌑
18.91,79.55,680.82,88.36,Too Dark 🌑
19.14,79.6,151.79,25.17,Stressed 😣
18.19,64.71,358.39,101.69,Too Dark 🌑
30.07,92.68,153.78,213.45,Thirsty 🥵
28.6,79.3,266.0,43.0,Stressed 😣
22.02,68.53,486.95,98.73,Too Dark 🌑
21.11,80.17,433.29,234.99,Happy 😊
21.07,72.44,374.15,190.86,Too Dark 🌑
25.17,76.41,306.92,430.45,Thirsty 🥵
29.11,90.99,449.57,730.28,Happy 😊
26.71,70.26,400.54,500.03,Happy 😊
28.77,94.27,242.4,396.06,Thirsty 🥵
23.82,88.08,165.27,317.65,Thirsty 🥵
30.0,62.7,231.0,258.0,Thirsty 🥵
30.12,67.75,126.2,547.94,Thirsty 🥵
29.48,86.95,653.88,620.86,Happy 😊
30.34,73.58,181.2,236.29,Thirsty 🥵
27.56,80.75,631.16,607.46,Happy 😊
18.07,90.3,206.29,311.4,Thirsty 🥵
23.68,75.48,619.02,385.0,Happy 😊
30.47,70.12,463.52,274.56,Happy 😊
27.6,88.46,409.68,438.93,Happy 😊
27.26,83.34,415.67,597.5,Happy 😊
31.84,70.7,621.66,717.92,Happy 😊
26.24,68.0,184.41,329.38,Thirsty 🥵
30.28,90.59,252.23,113.98,Stressed 😣
30.69,72.58,578.26,487.8,Happy 😊
29.7,95.0,587.0,312.0,Happy 😊
19.5,92.96,313.09,445.7,Thirsty 🥵
21.71,67.0,403.7,539.67,Happy 😊
31.01,66.81,510.97,527.43,Happy 😊
28.78,71.92,165.1,547.08,Thirsty 🥵
23.79,88.75,292.62,543.86,Thirsty 🥵
19.62,82.63,609.42,334.87,Happy 😊
22.66,60.06,138.39,248.05,Thirsty 🥵
25.07,80.39,416.95,47.71,Too Dark 🌑
22.57,90.06,517.61,215.82,Happy 😊
23.45,83.47,444.24,506.64,Happy 😊
30.2,76.2,306.0,196.0,Stressed 😣
18.81,67.17,155.16,65.61,Stressed 😣
27.99,86.03,159.24,413.78,Thirsty 🥵
22.89,77.62,133.79,338.47,Thirsty 🥵
23.2,63.64,284.02,539.66,Thirsty 🥵
25.64,78.68,194.61,45.01,Stressed 😣
30.92,74.58,432.45,51.4,Too Dark 🌑
27.92,83.61,571.58,543.55,Happy 😊
28.9,85.8,196.0,732.0,Thirsty 🥵
22.52,91.73,232.72,93.44,Stressed 😣
25.56,73.44,396.69,74.43,Too Dark 🌑
20.47,66.15,483.77,277.57,Happy 😊
29.99,71.26,622.5,579.43,Happy 😊
28.56,65.13,122.84,459.53,Thirsty 🥵
27.72,81.85,172.92,640.97,Thirsty 🥵
22.31,60.48,152.19,284.71,Thirsty 🥵
28.32,68.41,184.4,171.94,Stressed 😣
27.38,65.76,655.45,161.47,Too Dark 🌑
28.39,75.87,181.85,205.95,Thirsty 🥵
28.9,85.8,196.0,732.0,Thirsty 🥵
21.54,79.71,648.63,380.5,Happy 😊
29.19,70.5,189.44,613.2,Thirsty 🥵
25.71,79.84,440.31,96.48,Too Dark 🌑
26.01,74.02,185.09,498.1,Thirsty 🥵
30.76,77.47,637.05,488.61,Happy 😊
31.83,86.54,505.41,571.43,Happy 😊
31.67,64.48,452.15,74.84,Too Dark 🌑
19.85,81.6,449.78,642.37,Happy 😊
20.38,79.93,537.53,55.85,Too Dark 🌑
30.72,76.04,592.96,230.21,Happy 😊
29.66,75.73,518.43,607.39,Happy 😊
21.38,80.85,237.0,384.89,Thirsty 🥵
24.97,90.36,235.56,56.47,Stressed 😣
21.85,70.05,591.54,87.78,Too Dark 🌑
30.23,94.09,593.72,175.47,Too Dark 🌑
21.51,78.23,349.66,373.89,Thirsty 🥵
31.55,68.04,676.22,83.58,Too Dark 🌑
19.86,80.57,520.52,48.39,Too Dark 🌑
29.15,81.37,212.65,203.32,Thirsty 🥵
29.68,80.78,176.21,589.33,Thirsty 🥵
27.19,81.83,127.51,611.34,Thirsty 🥵
20.12,80.64,579.38,36.29,Too Dark 🌑
19.13,67.77,325.02,559.23,Thirsty 🥵
24.22,83.04,479.58,679.76,Happy 😊
28.47,90.59,268.85,347.35,Thirsty 🥵
20.6,61.95,664.74,329.33,Happy 😊
24.96,77.25,470.51,391.07,Happy 😊
22.5,76.82,599.57,641.45,Happy 😊
31.21,64.39,147.41,58.14,Stressed 😣
28.3,88.7,234.0,792.0,Thirsty 🥵
26.83,86.7,331.33,248.43,Thirsty 🥵
23.72,62.19,507.53,288.19,Happy 😊
30.14,83.97,357.14,703.18,Happy 😊
27.59,90.11,396.01,580.84,Happy 😊
30.96,60.9,139.31,319.0,Thirsty 🥵
22.21,82.63,589.94,659.41,Happy 😊
23.45,66.64,560.44,514.01,Happy 😊
26.01,72.86,663.34,72.47,Too Dark 🌑
25.2,95.0,228.0,217.0,Thirsty 🥵
23.94,89.1,472.38,448.54,Happy 😊
21.75,70.07,664.76,272.68,Happy 😊
28.9,85.8,196.0,732.0,Thirsty 🥵
24.68,86.63,689.96,245.63,Happy 😊
22.62,81.84,339.17,102.54,Stressed 😣
29.14,90.61,344.14,122.95,Stressed 😣
23.02,76.83,617.2,231.51,Happy 😊
28.21,68.93,594.32,737.7,Happy 😊
